Year,Quarter,Month,Month Name,Day,Date,Day_of_Week,Country,Region,City,Aircraft Manufacturer,Aircraft,Operator,Operator Category,Aboard,Fatalities (Air),Ground
1944,Qtr 1,2,February,10,1944-02-10,Thursday,Mozambique,Mozambique,Quelimane,Lockheed,Lockheed 14 H2 Super,Deta,Commercial,14,14.0,0
1989,Qtr 1,2,February,3,1989-02-03,Friday,Myanmar,Myanmar,Rangoon,Fokker,Fokker F 27 Friendship,Burma Airways,Commercial,29,26.0,0
1963,Qtr 1,2,February,8,1963-02-08,Friday,Russia,,Syktyvkar,Antonov,Antonov An,Aeroflot,Commercial,7,7.0,0
1921,Qtr 1,2,February,15,1921-02-15,Tuesday,Gibraltar,Gibraltaraeropostale,Gibraltaraeropostale,Breguet,Breguet 14,Aéropostale,Commercial,2,2.0,0
1938,Qtr 1,2,February,13,1938-02-13,Sunday,Italy,Sa,Mediterranean Seaala Littoria,Cant,Cant Z 506,Alitalia,Commercial,14,14.0,0
1988,Qtr 1,2,February,1,1988-02-01,Monday,Panama,Panamena,Panamamilitary - Fuerza Aérea,CASA,Casa 212 Aviocar,Copa Airlines,Commercial,16,16.0,0
1936,Qtr 1,2,February,15,1936-02-15,Saturday,Germany,Lufthansa,South Atlantic Oceandeutsche,Dornier,Dormier Do J,Lufthansa,Commercial,4,4.0,0
1944,Qtr 1,2,February,20,1944-02-20,Sunday,China,Corporation,Chinachina National Aviation,Douglas,Douglas C,Air China,Commercial,2,2.0,0
1970,Qtr 1,2,February,19,1970-02-19,Thursday,Democratic Republic of the Congo,Congo,Congoair,Douglas,Douglas Dc 39Q,Congo Airlines,Commercial,17,17.0,0
1950,Qtr 1,2,February,2,1950-02-02,Thursday,Netherlands,Netherlands,North Seaklm Royal,Douglas,Douglas Dc 3Ph,KLM,Commercial,7,7.0,0
1931,Qtr 1,2,February,24,1931-02-24,Tuesday,Spain,Spainaeropostale,Spainaeropostale,Latecoere,Latecoere 32F,Aéropostale,Commercial,3,1.0,0
1981,Qtr 1,2,February,26,1981-02-26,Thursday,Philippines,Force,Tabones Island Philippinesmilitary - U.S. Air,Lockheed,Lockheed Mc,Military,Commercial,24,23.0,0
1942,Qtr 1,2,February,28,1942-02-28,Saturday,United Kingdom,Airways,Indian Oceanbritish Overseas,Shorts,Short S 23 (Flying Boat)G,British Airways,Commercial,20,20.0,0
1997,Qtr 1,2,February,4,1997-02-04,Tuesday,Israel,Force,Northern Israelmilitary - Israel Air Force /Military - Israel Air,Sikorsky,Sikorsky Ch53D Sikorsky Ch53D357 903,Military,Commercial,73,73.0,0
1942,Qtr 1,2,February,15,1942-02-15,Sunday,Near,International Waters,,Consolidated,Consolidated Liberatorg,England Plymouth British Overseas Airways,Commercial,9,9.0,0
1928,Qtr 1,2,February,26,1928-02-26,Sunday,United States,Nebraska,Marquette,Boeing,Boeing,Transport Air Boeing,Commercial,2,1.0,0
2016,Qtr 1,2,February,24,2016-02-24,Wednesday,Nepal,Nepal,Dana,De Havilland,De Havilland Dhc 6 Twin Otter,Air Tara,Commercial,23,23.0,0
2014,Qtr 1,2,February,16,2014-02-16,Sunday,Nepal,Nepal,Sandhikhark,De Havilland Canada,De Havilland Canada Dhc 6 Twin Otter,Airlines Nepal,Commercial,18,18.0,0
2016,Qtr 1,2,February,26,2016-02-26,Friday,Nepal,Nepal,250 Miles Northwest Of Kathmandu,Pac,Pac 750Xl9N Ajb,Airlines Kasthamandap,Commercial,11,2.0,0
2009,Qtr 1,2,February,25,2009-02-25,Wednesday,Netherlands,Netherlands,Amsterdam,Boeing,Boeing 737,Turkish Airlines,Commercial,134,9.0,0
1921,Qtr 1,2,February,22,1921-02-22,Tuesday,United States,Nevada,Elko,De Havilland,De Havilland Dh 467,US Aerial Mail Service,Commercial,1,1.0,0
2009,Qtr 1,2,February,12,2009-02-12,Thursday,United States,New,Clarence Center,Bombardier,Bombardier DHC 8,Air Connection Colgan Yorkcontinental,Commercial,49,49.0,1
1931,Qtr 1,2,February,8,1931-02-08,Sunday,United States,New,Wairoa,Desoutter,Desoutter Iizk Aca,Lines Air Zealanddominion,Commercial,3,3.0,0
1957,Qtr 1,2,February,1,1957-02-01,Friday,United States,United States,,Douglas,Douglas Dc,Airlines Yorknortheast,Commercial,101,21.0,0
1952,Qtr 1,2,February,11,1952-02-11,Monday,United States,New,Elizabeth,Douglas,Douglas Dc,Airlines Jerseynational,Commercial,63,29.0,4
1987,Qtr 1,2,February,6,1987-02-06,Friday,United States,New,Papua,Embraer 110P2,Embraer 110P2 Bandeirantep2 Rdm,Guineatalair,Commercial,17,14.0,0
1979,Qtr 1,2,February,17,1979-02-17,Saturday,United States,New,Manakau Harbor,Fokker,Fokker F 27 Friendship,Zealand New Zealandair,Commercial,4,2.0,0
1981,Qtr 1,2,February,11,1981-02-11,Wednesday,United States,New,White Plains,Lockheed,Lockheed,Corporate Yorkprivate,Private,8,8.0,0
1959,Qtr 1,2,February,3,1959-02-03,Tuesday,United States,New,La Guardia Airport,Lockheed,Lockheed 188A,Nyamerican Airlines York,Commercial,73,65.0,0
1955,Qtr 1,2,February,19,1955-02-19,Saturday,United States,New,Albuquerque,Martin,Martin,Airlines World Mexicotrans,Commercial,16,16.0,0
1984,Qtr 1,2,February,28,1984-02-28,Tuesday,United States,New,Jfk Airport,Mcdonnell Douglas,Mcdonnell Douglas Dc 10,New York York Scandinavian Airlines Sas,Commercial,177,0.0,0
1964,Qtr 1,2,February,25,1964-02-25,Tuesday,United States,New,Lake Pontchartrain,Mcdonnell Douglas,Mcdonnell Douglas Dc 8,Louisiana Orleans Eastern Air Lines,Commercial,58,58.0,0
1949,Qtr 1,2,February,2,1949-02-02,Wednesday,Canada,Newfoundland,Trinity Bay,Avro,Avro Anson,Airways Lawrence Saint,Commercial,10,6.0,0
1943,Qtr 1,2,February,9,1943-02-09,Tuesday,Canada,Newfoundland,Gander,Consolidated,Consolidated 32 3 Liberator,British Overseas Airways,Commercial,21,19.0,0
1955,Qtr 1,2,February,5,1955-02-05,Saturday,Nigeria,Nigeria,Calabar,Bristol 170 Freighter,Bristol 170 Freighter,Airways African West,Commercial,13,13.0,0
1983,Qtr 1,2,February,13,1983-02-13,Sunday,North,North,Fayetteville,Lockheed,Lockheed C 130H,Force Air U S Carolinamilitary,Military,6,6.0,0
1988,Qtr 1,2,February,19,1988-02-19,Friday,North,North,Cary,Swearingen,Swearingen Sa227,Eagle American Air Carolinaav,Commercial,12,12.0,0
1968,Qtr 1,2,February,7,1968-02-07,Wednesday,Northern,Northern,Rohtang Pass,Antonov,Antonov An,Force Air Indian Indiamilitary,Military,102,102.0,0
1980,Qtr 1,2,February,21,1980-02-21,Thursday,Australia,Nsw,Sydney,Beechcraft,Beechcraft Super King Air 200Vh Aav,Australia Advance Airlines,Commercial,13,13.0,0
1926,Qtr 1,2,February,12,1926-02-12,Friday,United States,Ohio,Montpelier,Curtiss Carrier,Curtiss Carrier,US Aerial Mail Service,Commercial,1,1.0,0
1948,Qtr 1,2,February,25,1948-02-25,Wednesday,United States,Ohio,Columbus,Douglas,Douglas C,Aviation Bruning,Commercial,2,2.0,0
1992,Qtr 1,2,February,15,1992-02-15,Saturday,United States,Ohio,Toledo,Mcdonnell Douglas,Mcdonnell Douglas Dc 8,Ati,Commercial,4,3.0,0
1991,Qtr 1,2,February,17,1991-02-17,Sunday,United States,Ohio,Cleveland,Mcdonnell Douglas,Mcdonnell Douglas Dc 9,Airlines International Ryan,Commercial,2,2.0,0
1941,Qtr 1,2,February,6,1941-02-06,Thursday,On,On,Armstrong,Lockheed,Lockheed 14 H2 Super,Canada Trans Canada Air Lines,Commercial,12,12.0,0
1947,Qtr 1,2,February,26,1947-02-26,Wednesday,Pacific,Pacific,China Sea,Douglas,Douglas C,Force Air Royal Oceanmilitary,Military,12,12.0,0
1956,Qtr 1,2,February,25,1956-02-25,Saturday,Pakistan,Pakistan,Jalkot,Douglas,Douglas C,Pakistan International Airlines,Commercial,3,3.0,0
2003,Qtr 1,2,February,20,2003-02-20,Thursday,Pakistan,Pakistan,Kohat,Fokker,Fokker F 27 Friendship,Force Air Pakistan,Military,17,17.0,0
1973,Qtr 1,2,February,21,1973-02-21,Wednesday,Panama,Panama,Cerro Horqueta,Douglas,Douglas Dc 3Hp,Urraca Aerovias,Commercial,28,22.0,0
1999,Qtr 1,2,February,3,1999-02-03,Wednesday,Papua,Papua,Hoskins,Britten-Norman,Britten Norman Bn 2A,Airlink New Guinea,Commercial,11,11.0,0
2005,Qtr 1,2,February,22,2005-02-22,Tuesday,Papua,Papua,Bimin,De Havilland,De Havilland Dhc 6 Twin Otter,New Guinea Missionary Aviation Fellowship,Commercial,13,2.0,0
1996,Qtr 1,2,February,4,1996-02-04,Sunday,Paraguay,Paraguay,Asuncion,Mcdonnell Douglas,Mcdonnell Douglas Dc 8,Caribe Del Aereas Lineas,Commercial,4,4.0,24
1946,Qtr 1,2,February,21,1946-02-21,Thursday,Pe,Pe,Charlottetown,Consolidated,Consolidated 32 2 Liberator Iig,Canada British Overseas Airways,Commercial,14,1.0,0
1923,Qtr 1,2,February,26,1923-02-26,Monday,United States,Pennsylvania,Meadville,De Havilland,De Havilland Dh,US Aerial Mail Service,Commercial,1,1.0,0
1996,Qtr 1,2,February,29,1996-02-29,Thursday,Peru,Peru,Arequipa,Boeing,Boeing B 737,Peru Sa Faucett Aviacion De Compania,Commercial,123,123.0,0
1949,Qtr 1,2,February,24,1949-02-24,Thursday,Peru,Peru,Cuzco,Douglas,Douglas C 47,Peru Tam,Commercial,26,22.0,0
1949,Qtr 1,2,February,10,1949-02-10,Thursday,Peru,Peru,Huanuco,Douglas,Douglas Dc 3Ob,Faucett,Commercial,16,16.0,0
1962,Qtr 1,2,February,4,1962-02-04,Sunday,Peru,Peru,Tino Maria,Douglas,Douglas Dc 3Ob,Faucett,Commercial,18,18.0,0
1994,Qtr 1,2,February,25,1994-02-25,Friday,Peru,Peru,Carpish,Yakovlev,Yakovlev Yak,Aéreo Expresso,Commercial,31,31.0,0
1980,Qtr 1,2,February,27,1980-02-27,Wednesday,Philippines,Philippines,Manila,Boeing,Boeing B 707,Taiwan Airlines China,Commercial,135,2.0,0
1946,Qtr 1,2,February,5,1946-02-05,Tuesday,Philippines,Philippines,Negros,Douglas,Douglas C 47,Forces Air Army U S,Military,20,20.0,0
1982,Qtr 1,2,February,9,1982-02-09,Tuesday,Philippines,Philippines,Mt. Ipao,Douglas,Douglas Dc 3 (C,Services Air Trans,Commercial,32,3.0,0
1948,Qtr 1,2,February,23,1948-02-23,Monday,Philippines,Philippines,Davao,Douglas,Douglas Dc 3Pi,Airways Commercial,Commercial,12,12.0,0
1964,Qtr 1,2,February,21,1964-02-21,Friday,Philippines,Philippines,Marawi,Douglas,Douglas Dc 3Pi,Philippine Air Lines,Commercial,32,31.0,0
1967,Qtr 1,2,February,28,1967-02-28,Tuesday,Philippines,Philippines,Mactan,Fokker,Fokker F 27 Friendship,Philippine Air Lines,Commercial,20,12.0,0
1975,Qtr 1,2,February,3,1975-02-03,Monday,Philippines,Philippines,Manila,Hawker Siddeley,Hawker Siddeley Hs 748 2Rp,Philippine Air Lines,Commercial,33,33.0,0
1998,Qtr 1,2,February,2,1998-02-02,Monday,Philippines,Philippines,Cagyan De Oro,Mcdonnell Douglas,Mcdonnell Douglas Dc 9,Air Pacific Cebu,Commercial,104,104.0,0
2002,Qtr 1,2,February,22,2002-02-22,Friday,Philippines,Philippines,Dumaguete,Mh,Mh 47 Chinook,Army U S,Military,10,10.0,0
1945,Qtr 1,2,February,23,1945-02-23,Friday,Poland,Poland,Snezka Mountains,Junkers 52/3M,Junkers 52 3M 4V+Dr,Army German,Military,8,8.0,0
1998,Qtr 1,2,February,4,1998-02-04,Wednesday,Portugal,Portugal,Terceira,Antonov,Antonov 12Bplz Sfg,Luxor Air,Commercial,7,7.0,0
1943,Qtr 1,2,February,22,1943-02-22,Monday,Portugal,Portugal,Lisbon,Boeing,Boeing B 314 (Flying Boat)Nc18603,Airways World American Pan,Commercial,39,25.0,0
1951,Qtr 1,2,February,1,1951-02-01,Thursday,Portugal,Portugal,Terceira,Douglas,Douglas C,Force Air Portuguese,Military,14,14.0,0
1947,Qtr 1,2,February,1,1947-02-01,Saturday,Portugal,Portugal,Lisbon,Douglas,Douglas Dc 3Cf,France Air,Commercial,20,19.0,0
1956,Qtr 1,2,February,14,1956-02-14,Tuesday,Canada,Quebec,Fort Chimo,Douglas,Douglas C 47,Canada Spartan Air Services,Commercial,3,2.0,0
1989,Qtr 1,2,February,28,1989-02-28,Tuesday,Canada,Quebec,Quebec City,Douglas,Douglas C,Canada Transfair,Commercial,2,2.0,0
1937,Qtr 1,2,February,19,1937-02-19,Friday,Australia,Queensland,Mcpherson Ranges,Stinson Model,Stinson Model Avh Uhh,Australia Airlines Of Australia,Commercial,7,5.0,0
1982,Qtr 1,2,February,21,1982-02-21,Sunday,United States,Rhode,Providence,De Havilland Canada,De Havilland Dhc 6,Airlines Islandpilgrim,Commercial,12,1.0,0
1979,Qtr 1,2,February,12,1979-02-12,Monday,Zimbabwe,Rhodesia,Kariba,Vickers,Vickers Viscount 748Dvp Ynd,Rhodesia Air,Commercial,59,59.0,0
2008,Qtr 1,2,February,26,2008-02-26,Tuesday,Brazil,Rio,Macae,Eurocopter,Eurocopter As332L2 Super Pumapp Mum,Argentina Janeiro De Bhs Brazilian Helicopter Service Air Taxi,Chartered,20,5.0,0
1970,Qtr 1,2,February,4,1970-02-04,Wednesday,Romania,Romania,Apuseni Mountains,Antonov,Antonov An,Tarom,Commercial,22,21.0,0
1994,Qtr 1,2,February,24,1994-02-24,Thursday,Russia,Russia,Nalchik,Antonov,Antonov An,Transport Air Western North,Commercial,13,13.0,0
2018,Qtr 1,2,February,11,2018-02-11,Sunday,Russia,Russia,Argunovo,Antonov,Antonov An 148,Airlines Saratov,Commercial,71,71.0,0
2002,Qtr 1,2,February,21,2002-02-21,Thursday,Russia,Russia,Lakhta,Antonov,Antonov An,Navy Russian,Military,20,17.0,0
1966,Qtr 1,2,February,16,1966-02-16,Wednesday,Russia,Russia,Pechora,Ilyushin,Ilyushin Ii,Aeroflot,Commercial,26,26.0,0
1973,Qtr 1,2,February,24,1973-02-24,Saturday,Russia,Russia,Leningrad,Ilyushin,Ilyushin Il,Aeroflot,Commercial,79,79.0,0
1968,Qtr 1,2,February,29,1968-02-29,Thursday,Russia,Russia,Bratsk,Ilyushin,Ilyushin Il,Aeroflot,Commercial,84,83.0,0
1977,Qtr 1,2,February,15,1977-02-15,Tuesday,Russia,Russia,Mineralnye Vody,Ilyushin,Ilyushin Il,Aeroflot,Commercial,98,77.0,0
1976,Qtr 1,2,February,9,1976-02-09,Monday,Russia,Russia,Irkutsk,Tupolev,Tupolev Tu,Aeroflot,Commercial,124,24.0,0
1981,Qtr 1,2,February,7,1981-02-07,Saturday,Russia,Russia,Leningrad,Tupolev,Tupolev Tu,Navy Soviet,Military,52,52.0,0
1966,Qtr 1,2,February,16,1966-02-16,Wednesday,Russia,Russia,Moscow,Tupolev,Tupolev Tu,Aeroflot,Commercial,66,21.0,0
1988,Qtr 1,2,February,27,1988-02-27,Saturday,Russia,Russia,Surgut,Tupolev,Tupolev Tu,Aeroflot,Commercial,51,20.0,0
1938,Qtr 1,2,February,5,1938-02-05,Saturday,Russia,Russia,Kandalaksha,V6,V6 (Airship)Cccp V6,Ts,Commercial,19,13.0,0
2001,Qtr 1,2,February,27,2001-02-27,Tuesday,United Kingdom,Scotland,Granton Harbour,Shorts,Shorts 360,Loganair,Commercial,2,2.0,0
1992,Qtr 1,2,February,9,1992-02-09,Sunday,Senegal,Senegal,Kafountine,Convair,Convair Cv,Gambcrest,Commercial,56,30.0,0
1997,Qtr 1,2,February,1,1997-02-01,Saturday,Senegal,Senegal,Tambacoumba,Hawker Siddeley,Hawker Siddeley Hs 748,Senegal Air,Commercial,52,25.0,0
1977,Qtr 1,2,February,11,1977-02-11,Friday,Slovakia,Slovakia,Bratislava,Avia,Avia 14Tok Oca,Aerolinie Ceskoslovenské,Commercial,5,4.0,0
2016,Qtr 1,2,February,2,2016-02-02,Tuesday,Somalia,Somalia,Mogadishu,Airbus,Airbus A321,Airlines Daallo,Commercial,72,1.0,0
1957,Qtr 1,2,February,22,1957-02-22,Friday,South,South,Kimpo Air Base,Douglas,Douglas C,Force Air U S Koreamilitary,Military,159,22.0,0
1982,Qtr 1,2,February,6,1982-02-06,Saturday,South,South,Island Of Cheju,Fairchild,Fairchild C 123,Force Air Korea South Of Republic Koreamilitary,Military,53,53.0,0
2011,Qtr 1,2,February,8,2011-02-08,Tuesday,South,South,Plettenberg Bay,Pilatus,Pilatus Pc 12,Aviation Africamajuba,Commercial,9,9.0,0
1998,Qtr 1,2,February,5,1998-02-05,Thursday,Spain,Spain,Navafria,CASA,Casa 212 S1 Aviocar,Force Air Spanish,Military,5,5.0,0
1947,Qtr 1,2,February,6,1947-02-06,Thursday,Spain,Spain,Pedro Bernardo,Douglas,Douglas C 54B,International Cuba Aerovias,Commercial,11,11.0,0
1998,Qtr 1,2,February,12,1998-02-12,Thursday,Sudan,Sudan,Nasir,Antonov,Antonov An 32,Force Air Sudan,Military,57,27.0,0
2005,Qtr 1,2,February,3,2005-02-03,Thursday,Sudan,Sudan,Khartoum,Ilyushin,Ilyushin 76Tdst Ewb,West Air,Commercial,7,7.0,0
1996,Qtr 1,2,February,26,1996-02-26,Monday,Sudan,Sudan,Jabal Awliya,Lockheed,Lockheed C 130H,Force Air Sudanese,Military,91,91.0,0
2001,Qtr 1,2,February,10,2001-02-10,Saturday,Suriname,Suriname,Jakobkondre,Gaf Nomad,Gaf Nomad N24Apz Tbp,Charter Air Gum,Chartered,10,10.0,0
1959,Qtr 1,2,February,17,1959-02-17,Tuesday,United Kingdom,Surrey,Gatwick,Vickers,Vickers Viscount 794Dtc Sev,England Turkish Airlines Thy,Commercial,24,14.0,0
1970,Qtr 1,2,February,21,1970-02-21,Saturday,Switzerland,Switzerland,Zurich,Convair,Convair Cv 990,Swissair,Commercial,47,47.0,0
1967,Qtr 1,2,February,6,1967-02-06,Monday,Syria,Syria,Aleppo,Douglas,Douglas Dc 3Yk,Airlines Arab Syrian,Commercial,19,1.0,0
1956,Qtr 1,2,February,24,1956-02-24,Friday,Syria,Syria,Aleppo,Douglas,Douglas Dc 3Yk,Airways Syrian,Commercial,19,19.0,0
1998,Qtr 1,2,February,16,1998-02-16,Monday,Taiwan,Taiwan,Taipei,Airbus,Airbus A300,Taiwan Airlines China,Commercial,196,196.0,7
2015,Qtr 1,2,February,4,2015-02-04,Wednesday,Taiwan,Taiwan,Taipei,Atr,Atr 72,Transasia,Commercial,58,43.0,0
1968,Qtr 1,2,February,16,1968-02-16,Friday,Taiwan,Taiwan,Linkuo,Boeing,Boeing B 727,Transport Air Civil,Commercial,63,21.0,2
1986,Qtr 1,2,February,16,1986-02-16,Sunday,Taiwan,Taiwan,Makung,Boeing,Boeing B 737,Taiwan Airlines China,Commercial,13,13.0,0
1993,Qtr 1,2,February,28,1993-02-28,Sunday,Taiwan,Taiwan,Green,Dornier,Dornier 228,Airlines Formosa,Commercial,6,6.0,0
1969,Qtr 1,2,February,24,1969-02-24,Monday,Taiwan,Taiwan,Tainan,Handley Page,Handley Page Dart Herald 201B,Transport Air Eastern Far,Commercial,36,36.0,0
1944,Qtr 1,2,February,10,1944-02-10,Thursday,United States,Tennessee,Memphis,Douglas,Douglas Dc,Airlines American,Commercial,24,24.0,0
2006,Qtr 1,2,February,8,2006-02-08,Wednesday,United States,Tennessee,Paris,Swearingen,Swearingen Sa.226Tc Metro,Air Tri,Commercial,1,1.0,0
2019,Qtr 1,2,February,23,2019-02-23,Saturday,United States,Texas,Houston,Boeing,Boeing 767,Amazon Serving Air Atlas,Commercial,3,3.0,0
1975,Qtr 1,2,February,1,1975-02-01,Saturday,United States,Texas,Houston,Douglas,Douglas Dc,Properties Horizon,Commercial,16,5.0,0
1959,Qtr 1,2,February,1,1959-02-01,Sunday,United States,Texas,Kerrville,Douglas,Douglas Dc,Airways General,Commercial,28,3.0,0
1998,Qtr 1,2,February,3,1998-02-03,Tuesday,Italy,Trento,Cavalese,Grumman,Grummand Ea 6B163045 Cy,Italy  U S Marine Corps,Military,2,0.0,20
2014,Qtr 1,2,February,21,2014-02-21,Friday,Tunisia,Tunisia,Grombalia,Antonov,Antonov 265A Dow,Cargo Air Libyan,Commercial,11,11.0,0
2020,Qtr 1,2,February,5,2020-02-05,Wednesday,Turkey,Turkey,Istanbul,Boeing,Boeing 737,Airlines Pegasus,Commercial,177,3.0,0
1964,Qtr 1,2,February,3,1964-02-03,Monday,Turkey,Turkey,Ankara,Douglas,Douglas C,Thy Airlines Turkish,Commercial,3,3.0,0
1963,Qtr 1,2,February,1,1963-02-01,Friday,Turkey,Turkey,Ankara,Vickers,Vickers Viscount 754D Douglas C,Forcec 47 Air Turkish  Airlines East Middle,Military,17,17.0,87
1967,Qtr 1,2,February,7,1967-02-07,Tuesday,Uarmisrair,Uarmisrair,Hourghada,Antonov,Antonov An 24,Uzbekistan Airways,Commercial,30,30.0,0
2013,Qtr 1,2,February,13,2013-02-13,Wednesday,Ukraine,Ukraine,Donetsk,Antonov,Antonov An,Airlines South,Commercial,45,5.0,0
2004,Qtr 1,2,February,10,2004-02-10,Tuesday,United,United,Sharjah,Fokker,Fokker F,Airlines Emirateskish Arab,Commercial,46,43.0,0
1978,Qtr 1,2,February,10,1978-02-10,Friday,Uruguay,Uruguay,Artigas,Douglas,Douglas C 47A,Force Air Uruguayan,Commercial,44,44.0,0
1970,Qtr 1,2,February,6,1970-02-06,Friday,Soviet Union,Ussraeroflot,Samarkand,Ilyushin,Ilyushin Il,Aeroflot,Commercial,106,92.0,0
1934,Qtr 1,2,February,23,1934-02-23,Friday,United States,Utah,Salt Lake City,Boeing,Boeing 247,Boeing Aircraft Company,Commercial,8,8.0,0
2008,Qtr 1,2,February,21,2008-02-21,Thursday,Venezuela,Venezuela,Merida,Atr,Atr 42,Airlines Barbara Santa,Commercial,46,46.0,0
2017,Qtr 1,2,February,21,2017-02-21,Tuesday,Australia,Victoria,Melbourne,Beechcraft,Beechcraft B200,Australia Australian Corporate Jet Centres Pty Ltd,Commercial,5,5.0,0
1953,Qtr 1,2,February,3,1953-02-03,Tuesday,Vietnam,Vietnam,Lai Chau,Douglas,Douglas C 47B,Outremer Air,Commercial,18,18.0,0
1976,Qtr 1,2,February,21,1976-02-21,Saturday,Virgin,Virgin,St. Croix,Grumman,Grumman G 21A,Air Islandsantilles,Commercial,11,5.0,0
1922,Qtr 1,2,February,21,1922-02-21,Tuesday,United States,Virginia,Norfolk,Dirigible Roma,Dirigible Roma (Airship),Service Air Army U S,Military,45,34.0,0
1945,Qtr 1,2,February,23,1945-02-23,Friday,United States,Virginia,Marion,Douglas,Douglas Dc,Airlines American,Commercial,22,17.0,0
1985,Qtr 1,2,February,19,1985-02-19,Tuesday,Spain,Mexico,,Boeing,Boeing B 727,Spain Iberia Airlines,Commercial,148,148.0,0
1965,Qtr 1,2,February,8,1965-02-08,Monday,Wantagh,Wantagh,Jones Beach,Douglas,Douglas Dc,New York Eastern Air Lines,Commercial,84,84.0,0
1949,Qtr 1,2,February,19,1949-02-19,Saturday,United Kingdom,Warks,Coventry,Douglas,Douglas Dc 3 Avro,England British European Airways  British,Military,14,14.0,0
1978,Qtr 1,2,February,10,1978-02-10,Friday,United States,Washington,Richland,Beechcraft,Beechcraft 99,Airlines Pacific Columbia,Commercial,17,17.0,0
1943,Qtr 1,2,February,18,1943-02-18,Thursday,United States,Washington,Seattle,Boeing,Boeing Xb,Company Aircraft Boeing Private,Private,10,10.0,20
1979,Qtr 1,2,February,12,1979-02-12,Monday,West,West,Clarksburg,Nord,Nord,Airlines Virginiaallegheny,Commercial,25,2.0,0
1921,Qtr 1,2,February,9,1921-02-09,Wednesday,United States,Wisconsin,La Crosse,Junkers,Junkers F,US Aerial Mail Service,Commercial,3,3.0,0
2006,Qtr 1,2,February,5,2006-02-05,Sunday,Wisconson,Wisconson,Watertown,Shorts,Shorts 360 100 Shorts 360,Carriers Cargo Air,Commercial,3,3.0,0
1954,Qtr 1,2,February,26,1954-02-26,Friday,United States,Wyoming,Wright,Convair,Convair Cv,Western Airlines,Commercial,9,9.0,0
2010,Qtr 1,2,February,14,2010-02-14,Sunday,Yemen,Yemen,Saada,Helicopter,Helicopter,Arm Yemeni,Military,11,11.0,2
1986,Qtr 1,2,February,5,1986-02-05,Wednesday,Democratic Republic Of Congo,Zaire,Kasongo,Lockheed,Lockheed L 188Af,Aviation Glm,Commercial,14,2.0,0
1990,Qtr 1,2,February,17,1990-02-17,Saturday,Zambia,Zambia,Ngwerere,De Havilland Canada,Dhc 5,Force Air Zambian,Military,29,29.0,0
1943,Qtr 1,1,January,18,1943-01-18,Monday,Brazil,Coast,The Brazilian,Consolidated,Consolidated C,Forces Air Army U S Oceanmilitary Atlantic,Military,26,26.0,0
1956,Qtr 1,1,January,12,1956-01-12,Thursday,Australia,Bay,Frederick Henry,Douglas,Douglas C,Ana Australiaansett,Commercial,2,1.0,0
1982,Qtr 1,1,January,23,1982-01-23,Saturday,United States,Airport,Logan,Mcdonnell Douglas,Mcdonnell Douglas Dc 10,Massachusetts Boston World Airways,Commercial,212,2.0,0
1977,Qtr 1,1,January,13,1977-01-13,Thursday,Canada,Ata,Alma,Tupolev,Tupolev Tu,Ussraeroflot Kazakastan,Commercial,90,90.0,0
2024,Qtr 1,1,January,2,2024-01-02,Tuesday,Japan,,Tokyo,Airbus,Airbus A350,Japan Airlines Japan Coast Guard,Commercial,385,5.0,0
2024,Qtr 1,1,January,23,2024-01-23,Tuesday,Canada,Smith,Fort,British Aerospace,Bae 3212,Northwestern Air Lease Ltd,Commercial,7,6.0,0
2024,Qtr 1,1,January,18,2024-01-18,Thursday,Somalia,Barde,Ceel,Fokker,Fokker,Jetways Airlines,Commercial,4,1.0,0
1954,Qtr 1,1,January,2,1954-01-02,Saturday,Afghanistan,Afghanistan,Herat,Douglas,Douglas Dc 3,Ariana Afghan Airlines,Commercial,21,21.0,0
